GLOB_10x10
           i           j   heigt(m a.s.l.)
          14           4         5.2490
          15           4         4.4196
          16           4         0.1212
          17           4        -0.1407
          18           4         0.0774
          19           4        -0.0036
          20           4        -0.0257
          21           4         0.0126
          22           4         0.0053
          23           4        -0.0040
          24           4        -0.0050
          25           4         0.0006
          26           4         0.0129
          27           4        -0.0096
          28           4        -0.0176
          29           4         0.0337
          30           4         0.0021
          31           4        -0.0701
          32           4         0.0737
          33           4         0.0845
          34           4        -0.3911
          35           4         0.6891
          36           4         7.5626
           1           5         0.0000
           2           5         0.0000
           3           5         0.0000
           4           5         0.0000
           5           5         0.0000
           6           5         0.0000
           7           5         0.0000
           8           5         0.0000
           9           5         0.0000
          10           5         0.0000
          11           5         1.6105
          12           5         0.0000
          13           5         0.0000
          14           5         0.0000
          15           5         1.1195
          16           5         0.0000
          17           5         0.0000
          18           5         1.3721
          19           5         0.0000
          20           5         0.0000
          21           5         0.0000
          22           5         0.0000
          23           5         0.0000
          24           5         0.0000
          25           5         0.7985
          26           5         0.0000
          27           5         0.0000
          28           5         0.7489
          29           5         0.0000
          30           5         0.0000
          31           5         0.0000
          32           5         0.0000
          33           5         0.0000
          34           5         1.8952
          35           5         0.0000
          36           5         0.0000
           1           6         0.0000
           2           6         0.0000
           3           6         0.0000
           4           6         0.0000
           5           6         0.0000
           6           6         0.0000
           7           6         0.0000
           8           6         0.0000
           9           6         2.9934
          10           6         0.0000
          11           6        66.5187
          12           6       246.0889
          13           6       109.7618
          14           6         0.0000
          15           6         0.0000
          16           6         3.0916
          17           6         0.0000
          18           6         0.1171
          19           6         0.0000
          20           6        59.6997
          21           6       132.9904
          22           6        44.5634
          23           6         4.4922
          24           6        14.4499
          25           6         0.0000
          26           6         0.0000
          27           6         0.0000
          28           6         0.0000
          29           6         2.4957
          30           6        56.6632
          31           6       102.3962
          32           6       103.2450
          33           6        87.9281
          34           6        27.5267
          35           6         0.0000
          36           6         0.0000
           1           7         0.0000
           2           7         0.0000
           3           7         0.0000
           4           7         0.0000
           5           7         0.0000
           6           7         0.0000
           7           7         0.0000
           8           7         0.0000
           9           7         0.0000
          10           7         0.0000
          11           7       260.7568
          12           7       554.2842
          13           7       412.3577
          14           7       146.3418
          15           7        23.2423
          16           7         0.0000
          17           7         0.0000
          18           7         0.0000
          19           7        56.2142
          20           7       564.9533
          21           7       781.8950
          22           7       295.3137
          23           7        23.5278
          24           7        25.7000
          25           7         0.0000
          26           7         0.0000
          27           7         0.3485
          28           7         0.0000
          29           7         2.8235
          30           7       140.6371
          31           7       268.5419
          32           7       252.8694
          33           7       178.5665
          34           7        49.4287
          35           7         0.0000
          36           7         0.0000
           1           8         0.0000
           2           8         0.0000
           3           8         0.0000
           4           8         0.0000
           5           8         0.0000
           6           8         0.0000
           7           8         0.0000
           8           8         0.0000
           9           8         0.0000
          10           8        84.8010
          11           8       284.1636
          12           8       354.4117
          13           8       477.9356
          14           8       416.1353
          15           8        88.0372
          16           8         0.0000
          17           8         0.0000
          18           8         0.0000
          19           8       163.1418
          20           8       844.3950
          21           8      1146.6204
          22           8       689.3568
          23           8       125.5733
          24           8         0.0000
          25           8         0.0000
          26           8         0.0000
          27           8         0.0000
          28           8         2.2831
          29           8        15.3137
          30           8        60.3812
          31           8       106.3609
          32           8       136.0624
          33           8       129.2987
          34           8        39.1232
          35           8         0.0000
          36           8         0.0000
           1           9         0.0000
           2           9         0.0000
           3           9         0.0000
           4           9         0.0000
           5           9         0.0000
           6           9         0.0000
           7           9         0.0000
           8           9         1.0415
           9           9         0.0000
          10           9       103.2742
          11           9       434.1633
          12           9       454.9175
          13           9       302.7736
          14           9       195.3624
          15           9        42.5689
          16           9         0.0000
          17           9         0.0000
          18           9         0.0000
          19           9       126.7026
          20           9       565.1981
          21           9       910.3938
          22           9       829.7072
          23           9       198.6974
          24           9         0.0000
          25           9         0.0000
          26           9         0.0000
          27           9         0.0000
          28           9        13.8417
          29           9        26.6157
          30           9         0.0000
          31           9         0.0000
          32           9         7.3059
          33           9        49.4119
          34           9        19.9062
          35           9         0.0000
          36           9         0.0000
           1          10         0.0000
           2          10         0.0000
           3          10         0.0000
           4          10         0.0000
           5          10         0.0000
           6          10         8.9728
           7          10         0.0000
           8          10         0.0000
           9          10         0.0000
          10          10       168.6974
          11          10       715.6917
          12          10       800.8070
          13          10       218.5850
          14          10         0.0000
          15          10         0.0000
          16          10         0.9716
          17          10        18.2526
          18          10         7.5672
          19          10       125.4943
          20          10       466.3093
          21          10       714.9696
          22          10       751.0764
          23          10       480.2366
          24          10        72.6276
          25          10         0.0000
          26          10        68.1938
          27          10        22.0375
          28          10         0.0000
          29          10         0.0000
          30          10         1.7498
          31          10         0.0000
          32          10         3.9519
          33          10         9.9968
          34          10         4.4178
          35          10         0.0000
          36          10         0.0000
           1          11         0.0000
           2          11         0.0000
           3          11         0.0000
           4          11         0.0000
           5          11         3.5331
           6          11         0.0000
           7          11        72.6431
           8          11       240.8946
           9          11       116.4294
          10          11       103.4300
          11          11       308.9905
          12          11       298.4464
          13          11        74.9280
          14          11         0.0000
          15          11         0.0000
          16          11         0.0000
          17          11        40.2142
          18          11       196.4325
          19          11       376.8379
          20          11       579.0696
          21          11       605.0062
          22          11       738.5625
          23          11       873.7711
          24          11       221.1942
          25          11         0.0000
          26          11        24.7649
          27          11         0.0000
          28          11         0.0000
          29          11       144.8647
          30          11       137.8269
          31          11         2.8138
          32          11         0.0000
          33          11         0.0000
          34          11         0.0000
          35          11         0.4331
          36          11         0.0000
           1          12         0.0000
           2          12         0.0000
           3          12         0.0000
           4          12         0.0000
           5          12         0.0000
           6          12         0.0000
           7          12       463.3710
           8          12      1073.7229
           9          12       465.5145
          10          12         0.0000
          11          12         0.0000
          12          12         0.0000
          13          12         0.0000
          14          12         5.6803
          15          12         0.0000
          16          12         0.0000
          17          12        77.3063
          18          12       474.4068
          19          12       661.1164
          20          12       480.8615
          21          12       272.2747
          22          12       400.9232
          23          12       651.4529
          24          12       430.2371
          25          12       637.7896
          26          12      1273.5503
          27          12      1323.1570
          28          12      1221.2772
          29          12       985.3145
          30          12       325.8868
          31          12         0.0000
          32          12         0.0000
          33          12         2.9725
          34          12         0.0000
          35          12         0.0000
          36          12         0.0000
           1          13         0.0000
           2          13         0.0000
           3          13         0.0000
           4          13         3.9134
           5          13         0.0000
           6          13        87.5605
           7          13      1049.3951
           8          13      1447.6730
           9          13       587.7978
          10          13        78.5625
          11          13        39.3730
          12          13         0.0000
          13          13         0.0000
          14          13         1.0821
          15          13         0.1749
          16          13         0.0000
          17          13       108.1561
          18          13       517.8778
          19          13       594.5794
          20          13       346.0042
          21          13       167.4771
          22          13       134.5365
          23          13       251.9008
          24          13       619.7599
          25          13      1569.6423
          26          13      2654.4634
          27          13      3373.1953
          28          13      3248.5447
          29          13      1877.2356
          30          13       455.6522
          31          13        55.3731
          32          13       146.6037
          33          13        68.1368
          34          13         0.0000
          35          13         0.0000
          36          13         0.0000
           1          14         0.0000
           2          14         0.0000
           3          14         0.0000
           4          14         0.0000
           5          14         0.0000
           6          14       484.9905
           7          14      1394.8413
           8          14      1163.5275
           9          14       419.5193
          10          14       203.7524
          11          14       177.2507
          12          14       144.1033
          13          14         0.0000
          14          14         0.0000
          15          14         0.0000
          16          14         0.0000
          17          14        15.4086
          18          14       172.4902
          19          14       271.1813
          20          14       308.6140
          21          14       311.1385
          22          14       218.6428
          23          14       138.3986
          24          14       279.6591
          25          14       721.7399
          26          14      1133.1609
          27          14      1792.9084
          28          14      2286.0957
          29          14      1683.3344
          30          14       850.2868
          31          14       475.0435
          32          14       310.1287
          33          14        61.0678
          34          14         0.0000
          35          14         0.0000
          36          14         0.0000
           1          15        51.6889
           2          15        62.7855
           3          15       114.1009
           4          15       194.5511
           5          15       307.1872
           6          15       697.8233
           7          15       969.2651
           8          15       612.4705
           9          15       176.0292
          10          15        94.6936
          11          15       230.9934
          12          15       233.2743
          13          15       183.3908
          14          15       211.2454
          15          15        10.3928
          16          15        -2.9347
          17          15        60.4824
          18          15        26.0283
          19          15        90.9112
          20          15       261.6855
          21          15       240.9575
          22          15       161.6564
          23          15       126.9101
          24          15        64.2555
          25          15        93.2505
          26          15        95.5194
          27          15        83.7610
          28          15       572.5530
          29          15       889.9902
          30          15       832.9508
          31          15       632.7556
          32          15       545.3256
          33          15       352.0847
          34          15       123.0425
          35          15        97.2872
          36          15        72.0021
           1          16       121.9571
           2          16       160.8910
           3          16       308.2502
           4          16       565.5660
           5          16       609.3517
           6          16       434.8022
           7          16       306.5121
           8          16       226.0588
           9          16       182.3818
          10          16       129.9333
          11          16        25.0450
          12          16        79.8638
          13          16       770.3857
          14          16      1474.9939
          15          16      1125.4077
          16          16       487.4896
          17          16       208.8076
          18          16        51.8485
          19          16       124.7836
          20          16       243.0461
          21          16       128.5552
          22          16        27.6738
          23          16        77.0197
          24          16        95.3860
          25          16        44.3638
          26          16        28.2221
          27          16       141.5939
          28          16       323.7895
          29          16       392.1815
          30          16       307.5830
          31          16       331.4037
          32          16       593.7341
          33          16       651.8268
          34          16       420.3671
          35          16       258.8446
          36          16       157.4230
           1          17        43.8977
           2          17        65.9237
           3          17       123.8511
           4          17       194.7953
           5          17       199.8089
           6          17       144.2742
           7          17       100.2787
           8          17        68.6673
           9          17        66.0768
          10          17        73.3496
          11          17       100.1923
          12          17       366.7387
          13          17       986.2578
          14          17      1586.4030
          15          17      1621.7427
          16          17      1139.1758
          17          17       525.5945
          18          17       119.2453
          19          17       -22.6584
          20          17       -19.8000
          21          17         0.1486
          22          17        22.7005
          23          17        39.4341
          24          17        39.3727
          25          17        27.1824
          26          17        25.4437
          27          17        52.8537
          28          17        93.9448
          29          17        94.4834
          30          17        67.9512
          31          17        91.9286
          32          17       174.4228
          33          17       212.3145
          34          17       171.0604
          35          17       112.9120
          36          17        62.7770
           1          18       -10.8931
           2          18        -7.3646
           3          18        -2.1301
           4          18         5.3020
           5          18        15.4622
           6          18        28.9044
           7          18        46.1887
           8          18        67.2428
           9          18        91.2621
          10          18       118.4360
          11          18       149.0039
          12          18       180.5142
          13          18       207.7428
          14          18       224.4235
          15          18       225.7310
          16          18       211.1252
          17          18       183.2984
          18          18       148.1616
          19          18       113.1964
          20          18        83.2321
          21          18        58.5096
          22          18        38.5376
          23          18        22.7853
          24          18        10.6990
          25          18         1.7186
          26          18        -4.6747
          27          18        -9.0789
          28          18       -11.9730
          29          18       -13.7776
          30          18       -14.8431
          31          18       -15.4385
          32          18       -15.6672
          33          18       -15.6139
          34          18       -15.2659
          35          18       -14.5133
          36          18       -13.1528
