EMEP_04x04
           i           j   heigt(m a.s.l.)
           8          47         0.0000
           8          48         0.0000
           8          49         0.0000
           8          50         0.0000
           8          51         0.0000
           8          52         0.0000
           8          53         0.0000
           8          54         0.0000
           8          55         0.0000
           8          56         0.0000
           8          57         0.0000
           8          58         0.0000
           8          59         0.0000
           8          60         0.0000
           8          61         0.0000
           8          62         0.0000
           8          63         0.0000
           8          64         0.0000
           8          65         0.0000
           8          66         0.0000
           8          67         0.0000
           8          68         0.0000
           8          69         0.0000
           8          70         0.0000
           8          71         0.0000
           8          72         0.0000
           8          73         0.0000
           8          74         0.0000
           8          75         0.0000
           8          76         0.0000
           8          77         0.0000
           8          78         0.0000
           8          79         0.0000
           8          80         0.0000
           8          81         0.0000
           8          82         0.0000
           8          83         0.0000
           8          84         0.0000
           8          85         0.0000
           8          86         0.0000
           8          87         0.0000
           8          88         0.0000
           8          89         0.0000
           8          90         0.0000
           8          91         0.0000
           8          92         0.0000
           8          93         0.0000
           8          94         0.0000
           8          95         0.0000
           8          96         0.0000
           8          97       306.9907
           8          98      1269.4119
           8          99      1844.7249
           8         100      1377.9446
           8         101       914.0395
           8         102      1006.0496
           8         103      1127.7791
           8         104      1164.1927
           8         105      1227.3068
           8         106      1288.9951
           8         107      1222.5203
           8         108      1044.6042
           8         109      1124.7056
           8         110      1375.4408
           8         111      1559.0828
           8         112      1877.0487
           8         113      2174.0571
           8         114      2208.0708
           8         115      2114.7698
           8         116      2031.1289
           8         117      1946.2085
           8         118      1791.4135
           8         119      1613.6113
           8         120      1419.3495
           8         121      1221.6809
           8         122      1147.1121
           8         123      1127.2876
           8         124      1111.5132
           8         125      1096.2235
           8         126       975.1908
           8         127       806.4276
           8         128       652.5496
           8         129       511.0213
           8         130       450.8373
           9           1         0.0000
           9           2         0.0000
           9           3         0.0000
           9           4         0.0000
           9           5         0.0000
           9           6         0.0000
           9           7         0.0000
           9           8         0.0000
           9           9         0.0000
           9          10         0.0000
           9          11         0.0000
           9          12         0.0000
           9          13         0.0000
           9          14         0.0000
           9          15         0.0000
           9          16         0.0000
           9          17         0.0000
           9          18         0.1755
           9          19         0.0000
           9          20         0.0000
           9          21         0.1262
           9          22         2.1938
           9          23         0.8006
           9          24         0.0000
           9          25         0.0000
           9          26         0.0000
           9          27         0.0000
           9          28         0.0000
           9          29         0.0000
           9          30         0.0000
           9          31         0.0000
           9          32         0.0000
           9          33         0.0000
           9          34         0.0000
           9          35         0.0000
           9          36         0.0000
           9          37         0.0000
           9          38         0.0000
           9          39         0.0000
           9          40         0.0000
           9          41         0.0000
           9          42         0.0000
           9          43         0.0000
           9          44         0.0000
           9          45         0.0000
           9          46         0.0000
           9          47         0.0000
           9          48         0.0000
           9          49         0.0000
           9          50         0.0000
           9          51         0.0000
           9          52         0.0000
           9          53         0.0000
           9          54         0.0000
           9          55         0.0000
           9          56         0.0000
           9          57         0.0000
           9          58         0.0000
           9          59         0.0000
           9          60         0.0000
           9          61         0.0000
           9          62         0.0000
           9          63         0.0000
           9          64         0.0000
           9          65         0.0000
           9          66         0.0000
           9          67         0.0000
           9          68         0.0000
           9          69         0.0000
           9          70         0.0000
           9          71         0.0000
           9          72         0.0000
           9          73         0.0000
           9          74         0.0000
           9          75         0.0000
           9          76         0.0000
           9          77         0.0000
           9          78         0.0000
           9          79         0.0000
           9          80         0.0000
           9          81         0.0000
           9          82         0.0000
           9          83         0.0000
