GLOB_3x3
           i           j   heigt(m a.s.l.)
          86           3      3824.5732
          87           3      3795.0305
          88           3      3755.9148
          89           3      3710.0273
          90           3      3659.2795
          91           3      3604.2883
          92           3      3544.5322
          93           3      3479.3418
          94           3      3409.2878
          95           3      3336.3533
          96           3      3262.2236
          97           3      3187.3835
          98           3      3112.8840
          99           3      3041.4558
         100           3      2975.8606
         101           3      2916.7422
         102           3      2862.6738
         103           3      2811.2893
         104           3      2759.9316
         105           3      2706.2966
         106           3      2648.0764
         107           3      2581.3811
         108           3      2499.1199
         109           3      2390.8867
         110           3      2244.3303
         111           3      2045.1735
         112           3      1782.1302
         113           3      1465.3193
         114           3      1136.0767
         115           3       846.4601
         116           3       628.9338
         117           3       486.5509
         118           3       406.1871
         119           3       369.7681
         120           3       358.4455
           1           4        -6.9710
           2           4        21.0434
           3           4        36.6315
           4           4        39.8310
           5           4        34.5253
           6           4        26.5548
           7           4        16.7824
           8           4        15.8009
           9           4        40.6410
          10           4       115.6686
          11           4       242.5429
          12           4       407.6666
          13           4       592.6840
          14           4       789.2379
          15           4       990.5913
          16           4      1181.4323
          17           4      1340.5984
          18           4      1452.1479
          19           4      1517.2428
          20           4      1552.5958
          21           4      1579.7145
          22           4      1615.4385
          23           4      1668.4307
          24           4      1739.6666
          25           4      1820.9103
          26           4      1893.8887
          27           4      1938.7743
          28           4      1942.6100
          29           4      1893.9528
          30           4      1775.8793
          31           4      1567.6930
          32           4      1270.5565
          33           4       926.0854
          34           4       595.8137
          35           4       332.0295
          36           4       150.6059
          37           4        40.9809
          38           4       -11.4850
          39           4       -22.0053
          40           4         0.3138
          41           4        44.0686
          42           4       104.6950
          43           4       173.5930
          44           4       224.0928
          45           4       233.3713
          46           4       207.6278
          47           4       182.9276
          48           4       191.8775
          49           4       253.0922
          50           4       378.6881
          51           4       566.0854
          52           4       792.9540
          53           4      1035.6187
          54           4      1284.4423
          55           4      1533.8578
          56           4      1769.7887
          57           4      1974.7925
          58           4      2140.5818
          59           4      2272.0330
          60           4      2384.2334
          61           4      2492.3679
          62           4      2601.3953
          63           4      2708.7815
          64           4      2811.8689
          65           4      2910.1260
          66           4      3004.1331
          67           4      3095.4011
          68           4      3186.6624
          69           4      3279.1653
          70           4      3370.7273
          71           4      3456.4607
          72           4      3530.4802
          73           4      3588.5940
          74           4      3628.7292
          75           4      3649.5667
          76           4      3650.1289
          77           4      3631.8464
          78           4      3601.9290
          79           4      3573.1853
          80           4      3559.2727
          81           4      3566.7168
          82           4      3589.9714
          83           4      3617.6331
          84           4      3642.7136
          85           4      3665.9182
          86           4      3690.3271
          87           4      3715.5652
          88           4      3738.2766
          89           4      3754.3350
          90           4      3759.4993
          91           4      3749.3103
          92           4      3719.4324
          93           4      3668.0342
          94           4      3598.6062
          95           4      3519.3193
          96           4      3437.7483
          97           4      3356.1963
          98           4      3273.3330
          99           4      3187.9756
         100           4      3100.1980
         101           4      3010.8059
         102           4      2920.0125
         103           4      2827.1106
         104           4      2733.2493
         105           4      2644.0574
         106           4      2567.0278
         107           4      2504.4766
         108           4      2447.3738
         109           4      2373.9431
         110           4      2253.2295
         111           4      2047.5625
         112           4      1716.9310
         113           4      1261.1500
         114           4       766.6281
         115           4       351.6050
         116           4        87.8051
         117           4       -41.6048
         118           4       -83.1939
         119           4       -74.2138
         120           4       -42.4793
           1           5         1.5627
           2           5        18.3902
           3           5        23.5914
           4           5        21.3573
           5           5        17.1355
           6           5        12.0845
           7           5         2.8722
           8           5        -5.7849
           9           5         5.5926
          10           5        72.9343
          11           5       227.7538
          12           5       472.8011
          13           5       767.8027
          14           5      1058.2352
          15           5      1304.5508
          16           5      1491.1490
          17           5      1611.6592
          18           5      1659.5455
          19           5      1635.9707
          20           5      1551.9980
          21           5      1429.0892
          22           5      1294.3938
          23           5      1171.9988
          24           5      1082.9590
          25           5      1042.6051
          26           5      1055.8237
          27           5      1117.0752
          28           5      1203.6586
          29           5      1272.4720
          30           5      1272.6945
          31           5      1169.0062
          32           5       970.9344
          33           5       720.3423
          34           5       474.0904
          35           5       297.8795
          36           5       222.1035
          37           5       222.7947
          38           5       233.3009
          39           5       202.7855
          40           5       138.0179
          41           5        71.9915
          42           5        34.8805
          43           5        35.2137
          44           5        55.9026
          45           5        67.6684
          46           5        53.6659
          47           5        21.7987
          48           5         0.1066
          49           5        17.5786
          50           5       107.7846
          51           5       294.4918
          52           5       552.1213
          53           5       829.9001
          54           5      1099.7277
          55           5      1379.3756
          56           5      1682.9410
          57           5      1990.5787
          58           5      2270.0764
          59           5      2506.5188
          60           5      2709.2107
          61           5      2894.8547
          62           5      3067.7605
          63           5      3219.3613
          64           5      3340.6797
          65           5      3433.0381
          66           5      3506.7249
          67           5      3572.2637
          68           5      3632.4883
          69           5      3678.0078
          70           5      3699.9368
          71           5      3704.1172
          72           5      3704.7109
          73           5      3704.9451
          74           5      3692.5627
          75           5      3654.5967
          76           5      3582.6672
          77           5      3467.7500
          78           5      3304.6848
          79           5      3102.9834
          80           5      2886.2295
          81           5      2688.7656
          82           5      2557.9329
          83           5      2532.8123
          84           5      2612.5173
          85           5      2760.9202
          86           5      2940.9749
          87           5      3134.4167
          88           5      3326.7927
          89           5      3498.0859
          90           5      3629.9590
          91           5      3708.8069
          92           5      3728.2539
          93           5      3691.1133
          94           5      3610.3135
          95           5      3506.2410
          96           5      3402.2158
          97           5      3317.9805
          98           5      3262.5684
          99           5      3231.3762
         100           5      3210.7800
         101           5      3186.9639
         102           5      3146.2756
         103           5      3075.1777
         104           5      2970.0691
         105           5      2844.6953
         106           5      2724.2192
         107           5      2629.7517
         108           5      2568.8660
         109           5      2531.9053
         110           5      2489.8025
         111           5      2397.0842
         112           5      2194.2703
         113           5      1832.5563
         114           5      1329.9788
         115           5       792.9025
         116           5       355.1010
         117           5        87.6604
         118           5       -26.4854
         119           5       -45.6661
         120           5       -24.7966
           1           6        11.9534
           2           6        18.5701
           3           6         8.8431
           4           6        -3.0088
           5           6        -7.0729
           6           6        -3.3304
           7           6         2.4385
           8           6         2.7120
           9           6        -3.7131
          10           6        -7.5765
          11           6        16.4239
          12           6       104.2570
          13           6       242.1731
          14           6       363.9343
          15           6       441.6176
          16           6       476.7600
          17           6       477.9785
          18           6       461.2700
          19           6       430.2964
          20           6       385.8371
          21           6       333.7139
          22           6       276.2990
          23           6       215.1552
          24           6       155.9390
          25           6       116.7194
          26           6       122.5526
          27           6       211.6569
          28           6       397.4145
          29           6       564.4528
          30           6       603.4384
          31           6       538.7090
          32           6       405.9820
          33           6       285.6346
          34           6       194.6877
          35           6       120.5126
          36           6       254.6313
          37           6       632.4752
          38           6      1017.4784
          39           6      1038.8833
          40           6       598.5608
          41           6       168.1227
          42           6       -24.0794
          43           6       -65.8561
          44           6       -37.8749
          45           6         1.2052
          46           6        21.1065
          47           6        17.1603
          48           6         1.3813
          49           6        -8.5130
          50           6         7.3331
          51           6        68.0628
          52           6       170.1801
          53           6       255.4667
          54           6       321.6457
          55           6       463.4357
          56           6       742.9667
          57           6      1108.0513
          58           6      1472.9563
          59           6      1781.1113
          60           6      2014.9603
          61           6      2204.6797
          62           6      2393.1716
          63           6      2559.8577
          64           6      2667.6133
          65           6      2713.7319
          66           6      2699.5364
          67           6      2659.6687
          68           6      2645.5222
          69           6      2654.0535
          70           6      2666.5515
          71           6      2720.9080
          72           6      2836.4456
          73           6      2956.8081
          74           6      3051.6621
          75           6      3143.5015
          76           6      3216.8071
          77           6      3232.9968
          78           6      3170.8892
          79           6      2998.0942
          80           6      2670.1455
          81           6      2159.0642
          82           6      1572.2838
          83           6      1242.1692
          84           6      1384.0518
          85           6      1830.1201
          86           6      2336.0361
          87           6      2782.3423
          88           6      3111.9099
          89           6      3315.3682
          90           6      3428.6829
          91           6      3485.6289
          92           6      3488.7673
          93           6      3442.7659
          94           6      3358.1455
          95           6      3244.2795
          96           6      3134.5828
          97           6      3071.7170
          98           6      3063.2466
          99           6      3087.7302
         100           6      3124.4563
         101           6      3162.2012
         102           6      3191.8040
         103           6      3182.2983
         104           6      3106.1628
         105           6      2982.5891
         106           6      2844.5403
         107           6      2706.8398
         108           6      2582.5583
         109           6      2489.2502
         110           6      2430.0442
         111           6      2392.4897
         112           6      2344.1665
         113           6      2193.6758
         114           6      1860.3707
         115           6      1314.0789
         116           6       655.8196
         117           6       167.3897
         118           6       -27.1962
         119           6       -50.6234
         120           6       -17.3223
           1           7         7.3683
           2           7        -1.1356
           3           7        -6.1763
           4           7        -4.3150
           5           7         0.9445
           6           7         4.2646
           7           7         3.2623
           8           7        -0.3278
           9           7        -2.9240
          10           7        -2.5880
          11           7        -0.0060
          12           7         2.5393
          13           7         2.7819
          14           7         0.5935
          15           7        -2.0716
          16           7        -2.8907
          17           7        -1.1338
          18           7         1.6980
          19           7         3.1003
          20           7         1.7276
          21           7        -1.3064
          22           7        -3.2607
          23           7        -2.2860
          24           7         0.5566
          25           7         2.2255
          26           7         2.1386
          27           7         7.5616
          28           7        35.3310
          29           7        76.3002
          30           7        81.1955
          31           7        68.1637
          32           7        38.1087
          33           7         8.0904
          34           7       -19.5459
          35           7       -40.5444
          36           7        88.4418
          37           7       482.6002
          38           7       984.7988
          39           7      1063.8292
          40           7       544.5732
          41           7        95.2596
          42           7       -54.2503
          43           7       -50.0227
          44           7        -4.8086
          45           7        22.0342
          46           7        19.2301
          47           7         2.0458
          48           7       -10.8166
          49           7       -10.7849
          50           7        -1.5903
          51           7         7.4352
          52           7         9.8215
          53           7         2.8576
          54           7        -9.0860
          55           7       -12.1417
          56           7        20.6213
          57           7       126.7662
          58           7       255.7251
          59           7       362.9102
          60           7       428.3962
          61           7       468.2414
          62           7       520.9929
          63           7       588.7808
          64           7       661.8691
          65           7       726.6897
          66           7       711.1252
          67           7       618.2294
          68           7       543.3649
          69           7       525.7079
          70           7       627.9927
          71           7       896.8398
          72           7      1196.5808
          73           7      1376.9877
          74           7      1521.9565
          75           7      1778.4642
          76           7      2073.8704
          77           7      2331.6794
          78           7      2539.9534
          79           7      2575.1013
          80           7      2342.6384
          81           7      1840.0779
          82           7      1127.9648
          83           7       496.0374
          84           7       372.8746
          85           7       793.3745
          86           7      1378.3557
          87           7      1851.4828
          88           7      2185.6135
          89           7      2424.1875
          90           7      2599.7209
          91           7      2731.6257
          92           7      2797.6692
          93           7      2786.1426
          94           7      2739.6277
          95           7      2678.5327
          96           7      2572.5112
          97           7      2437.6023
          98           7      2321.2974
          99           7      2258.0237
         100           7      2295.8997
         101           7      2422.4053
         102           7      2540.8240
         103           7      2595.0068
         104           7      2628.2576
         105           7      2650.3242
         106           7      2596.0403
         107           7      2408.4832
         108           7      2078.4158
         109           7      1730.7970
         110           7      1523.8636
         111           7      1470.3510
         112           7      1476.0999
         113           7      1343.0847
         114           7       988.5760
         115           7       576.2959
         116           7       236.9443
         117           7        37.1338
         118           7       -13.5807
         119           7        -2.9719
         120           7         9.1191
           1           8        -4.5187
           2           8        -1.1078
           3           8         2.5469
           4           8         2.5496
           5           8        -0.1598
           6           8        -2.0746
           7           8        -1.3654
           8           8         0.6379
           9           8         1.5529
          10           8         0.6513
          11           8        -0.7491
          12           8        -1.0957
          13           8        -0.2534
          14           8         0.6746
          15           8         0.7497
          16           8         0.0910
          17           8        -0.5185
          18           8        -0.5518
          19           8        -0.1147
          20           8         0.3681
          21           8         0.5491
          22           8         0.2754
          23           8        -0.3475
          24           8        -0.7917
          25           8        -0.2522
          26           8         1.5689
          27           8         1.8263
          28           8         0.8735
          29           8        -1.4992
          30           8        -2.9301
          31           8        -0.5276
          32           8         4.5840
          33           8         5.4025
          34           8        -4.4418
          35           8       -16.1850
          36           8         7.3616
          37           8       131.2884
          38           8       310.2082
          39           8       322.4866
          40           8       158.0204
          41           8        18.2776
          42           8       -15.8168
          43           8        -6.4716
          44           8         4.7046
          45           8         5.2615
          46           8         0.1699
          47           8        -2.9739
          48           8        -1.9520
          49           8         0.6309
          50           8         1.7440
          51           8         0.8270
          52           8        -0.5609
          53           8        -0.7143
          54           8         0.5737
          55           8         0.8888
          56           8         1.0146
          57           8         0.3710
          58           8        -0.6544
          59           8        -1.0736
          60           8        -0.3092
          61           8         0.9806
          62           8         1.3013
          63           8        -0.0508
          64           8        -1.7541
          65           8        -1.4700
          66           8         1.2558
          67           8         3.3104
          68           8         0.6026
          69           8        -5.9084
          70           8        -5.6461
          71           8        20.8179
          72           8        98.7542
          73           8       130.7147
          74           8       156.6933
          75           8       286.2256
          76           8       529.8992
          77           8       864.5372
          78           8      1153.7312
          79           8      1162.3749
          80           8       909.4091
          81           8       593.4759
          82           8       320.1180
          83           8        94.9121
          84           8        14.2994
          85           8        72.2197
          86           8       210.0569
          87           8       325.0746
          88           8       515.7700
          89           8       829.9387
          90           8      1140.3431
          91           8      1353.8566
          92           8      1447.5780
          93           8      1451.5875
          94           8      1470.6743
          95           8      1530.6681
          96           8      1461.5460
          97           8      1204.4238
          98           8       916.5943
          99           8       749.7494
         100           8       802.7988
         101           8      1019.3430
         102           8      1184.5773
         103           8      1229.7430
         104           8      1324.4114
         105           8      1490.2365
         106           8      1552.4265
         107           8      1392.6899
         108           8       959.5388
         109           8       465.9816
         110           8       234.9907
         111           8       234.5662
         112           8       276.7469
         113           8       233.9559
         114           8        79.1354
         115           8        -5.2144
         116           8       -15.1072
         117           8        -0.5457
         118           8         8.2402
         119           8         4.7849
         120           8        -2.4487
           1           9         0.5570
           2           9         0.0988
           3           9        -0.4114
           4           9        -0.2729
           5           9         0.2171
           6           9         0.3392
           7           9        -0.0191
           8           9        -0.3074
           9           9        -0.1427
          10           9         0.2009
          11           9         0.2384
          12           9        -0.0540
          13           9        -0.2533
          14           9        -0.0936
          15           9         0.1893
          16           9         0.2039
          17           9        -0.0652
          18           9        -0.2467
          19           9        -0.0865
          20           9         0.2057
          21           9         0.2249
          22           9        -0.0813
          23           9        -0.3070
          24           9        -0.1075
          25           9         0.2931
          26           9         0.3244
          27           9        -0.1518
          28           9        -0.5173
          29           9        -0.1402
          30           9         0.6171
          31           9         0.6047
          32           9        -0.5266
          33           9        -1.2929
          34           9         0.1708
          35           9         3.3560
          36           9         3.1916
          37           9         3.0751
          38           9        -1.3746
          39           9        33.7321
          40           9       119.3489
          41           9        82.5466
          42           9        10.8256
          43           9        -6.6294
          44           9        -2.3421
          45           9         2.1990
          46           9         1.4702
          47           9        -0.7888
          48           9        -1.0467
          49           9         0.1817
          50           9         0.7366
          51           9         0.1042
          52           9        -0.4973
          53           9        -0.2382
          54           9         0.3129
          55           9         0.2985
          56           9        -0.1657
          57           9        -0.3229
          58           9         0.0342
          59           9         0.3227
          60           9         0.1266
          61           9        -0.1404
          62           9        -0.1818
          63           9         0.2380
          64           9         0.3705
          65           9        -0.1046
          66           9        -0.5470
          67           9        -0.1628
          68           9         0.9416
          69           9         2.0127
          70           9        -0.1247
          71           9        -1.0654
          72           9         0.1358
          73           9         1.9184
          74           9         0.7463
          75           9        -3.9837
          76           9        -3.4377
          77           9        22.7330
          78           9        89.8107
          79           9        69.8879
          80           9        10.2075
          81           9        -4.6237
          82           9        -1.6562
          83           9         1.0253
          84           9         0.1423
          85           9         0.0448
          86           9         1.4594
          87           9        -0.5909
          88           9        -5.4436
          89           9         8.6113
          90           9        90.1492
          91           9       166.1231
          92           9       202.0502
          93           9       206.1608
          94           9       219.7963
          95           9       255.0214
          96           9       236.1324
          97           9       134.2470
          98           9        28.8521
          99           9        -9.2687
         100           9         5.7715
         101           9        68.8166
         102           9       117.2621
         103           9       124.7881
         104           9       162.7450
         105           9       232.9033
         106           9       260.8651
         107           9       216.1426
         108           9        94.0500
         109           9         4.3663
         110           9        -6.4387
         111           9         0.9457
         112           9         2.7177
         113           9        -0.2759
         114           9        -1.6424
         115           9        -0.0742
         116           9         1.7254
         117           9         0.7307
         118           9        -0.4213
         119           9        -0.5945
         120           9         0.1790
           1          10        -0.0015
           2          10         0.0197
           3          10         0.0016
           4          10        -0.0212
           5          10        -0.0035
           6          10         0.0232
           7          10         0.0067
           8          10        -0.0252
           9          10        -0.0113
          10          10         0.0269
          11          10         0.0173
          12          10        -0.0280
          13          10        -0.0248
          14          10         0.0282
          15          10         0.0340
          16          10        -0.0271
          17          10        -0.0451
          18          10         0.0241
          19          10         0.0586
          20          10        -0.0186
          21          10        -0.0751
          22          10         0.0095
          23          10         0.0957
          24          10         0.0050
          25          10        -0.1222
          26          10        -0.0279
          27          10         0.1580
          28          10         0.0645
          29          10        -0.2104
          30          10        -0.1261
          31          10         0.2965
          32          10         0.2384
          33          10        -0.4710
          34          10        -0.4779
          35          10         1.0934
          36          10         2.3912
          37          10        -1.7935
          38          10        -0.5142
          39          10        26.3027
          40          10        65.6780
          41          10        32.9103
          42          10         0.9406
          43          10        -2.5372
